[000] 18246.630555:          1                0  ilen: 0               0
[000] 18246.630561:          1                0  ilen: 0               0
[001] 18246.630562:          1                0  ilen: 0               0
[000] 18246.630565:          1                0  ilen: 0               0
[002] 18246.630569:          1                0  ilen: 0               0
[001] 18246.630574:          1                0  ilen: 0               0
[002] 18246.630574:          1                0  ilen: 0               0
[003] 18246.630575:          1                0  ilen: 0               0
[001] 18246.630576:          1                0  ilen: 0               0
[003] 18246.630580:          1                0  ilen: 0               0
[002] 18246.630580:          1                0  ilen: 0               0
[003] 18246.630583:          1                0  ilen: 0               0
[001] 18246.630589:         99                0  ilen: 0               0
[002] 18246.630604:        193                0  ilen: 0               0
[003] 18246.630615:        236                0  ilen: 0               0
[000] 18246.630619:        196                0  ilen: 0               0
[001] 18246.635568:      49097                0  ilen: 0               0
[002] 18246.635939:      43599                0  ilen: 0               0
[000] 18246.644109:      50635                0  ilen: 0               0
[003] 18246.650369:      89555                0  ilen: 0               0
[000] 18246.715574:     823032                0  ilen: 0               0
[000] 18246.752440:     186967                0  ilen: 0               0
[000] 18246.765805:      90503                0  ilen: 0               0
[000] 18246.775706:      76993                0  ilen: 0               0
[000] 18246.783534:      80585                0  ilen: 0               0
[001] 18246.787135:     430858                0  ilen: 0               0
[000] 18246.791259:      82637                0  ilen: 0               0
[003] 18246.791909:     136638                0  ilen: 0               0
[000] 18246.801229:      90767                0  ilen: 0               0
[001] 18246.804327:     110244                0  ilen: 0               0
[003] 18246.810938:      98329                0  ilen: 0               0
[001] 18246.820065:      91710                0  ilen: 0               0
[000] 18246.821310:      92321                0  ilen: 0               0
[003] 18246.821443:      76804                0  ilen: 0               0
[003] 18246.835030:      70347                0  ilen: 0               0
[000] 18246.836848:      69244                0  ilen: 0               0
[001] 18246.839612:      79263                0  ilen: 0               0
[000] 18246.843304:      58628                0  ilen: 0               0
[003] 18246.844479:      67765                0  ilen: 0               0
[001] 18246.849303:      59344                0  ilen: 0               0
[000] 18246.851499:      59309                0  ilen: 0               0
[003] 18246.851581:      64708                0  ilen: 0               0
[001] 18246.863096:      59981                0  ilen: 0               0
[000] 18246.863462:      70284                0  ilen: 0               0
[003] 18246.864618:      78977                0  ilen: 0               0
[001] 18246.867946:      54982                0  ilen: 0               0
[002] 18246.868370:    2079017                0  ilen: 0               0
[000] 18246.871042:      62288                0  ilen: 0               0
[002] 18246.876393:      61313                0  ilen: 0               0
[001] 18246.876518:      60281                0  ilen: 0               0
[000] 18246.876661:      71555                0  ilen: 0               0
[003] 18246.880629:      76046                0  ilen: 0               0
[002] 18246.882176:      63908                0  ilen: 0               0
[001] 18246.884391:      72237                0  ilen: 0               0
[000] 18246.885539:      77030                0  ilen: 0               0
[002] 18246.888599:      72482                0  ilen: 0               0
[003] 18246.893874:      64729                0  ilen: 0               0
[000] 18246.895685:      87651                0  ilen: 0               0
[001] 18246.897320:      75225                0  ilen: 0               0
[002] 18246.901180:      80290                0  ilen: 0               0
[003] 18246.907705:      57742                0  ilen: 0               0
[000] 18246.911872:      84575                0  ilen: 0               0
[001] 18246.916850:      71557                0  ilen: 0               0
[002] 18246.919138:      79117                0  ilen: 0               0
[003] 18246.921458:      52584                0  ilen: 0               0
[000] 18246.927826:      76998                0  ilen: 0               0
[001] 18246.928848:      55666                0  ilen: 0               0
[002] 18246.932907:      64397                0  ilen: 0               0
[003] 18246.933912:      44729                0  ilen: 0               0
[001] 18246.935921:      52995                0  ilen: 0               0
[000] 18246.939912:      64079                0  ilen: 0               0
[003] 18246.945969:      42240                0  ilen: 0               0
[002] 18246.946131:      56994                0  ilen: 0               0
[001] 18246.946821:      52193                0  ilen: 0               0
[003] 18246.951181:      39304                0  ilen: 0               0
[000] 18246.951660:      55739                0  ilen: 0               0
[002] 18246.956507:      51094                0  ilen: 0               0
[003] 18246.962680:      45634                0  ilen: 0               0
[001] 18246.965494:      51877                0  ilen: 0               0
[002] 18246.966747:      52463                0  ilen: 0               0
[000] 18246.968305:      57333                0  ilen: 0               0
[001] 18246.968592:      43585                0  ilen: 0               0
[003] 18246.973881:      47049                0  ilen: 0               0
[002] 18246.975792:      49002                0  ilen: 0               0
[001] 18246.976887:      43585                0  ilen: 0               0
[000] 18246.978361:      45244                0  ilen: 0               0
[002] 18246.981250:      52633                0  ilen: 0               0
[003] 18246.983132:      45226                0  ilen: 0               0
[001] 18246.983531:      60607                0  ilen: 0               0
[002] 18246.985968:      59496                0  ilen: 0               0
[000] 18246.986081:      47030                0  ilen: 0               0
[001] 18246.989112:      67200                0  ilen: 0               0
[003] 18246.993613:      45483                0  ilen: 0               0
[002] 18246.998383:      73441                0  ilen: 0               0
[000] 18246.998733:      49352                0  ilen: 0               0
[001] 18247.001542:      76732                0  ilen: 0               0
[003] 18247.006043:      45182                0  ilen: 0               0
[000] 18247.009627:      45820                0  ilen: 0               0
[001] 18247.014029:      74562                0  ilen: 0               0
[003] 18247.016176:      41903                0  ilen: 0               0
[002] 18247.016612:      75123                0  ilen: 0               0
[001] 18247.025697:      73755                0  ilen: 0               0
[000] 18247.029383:      43870                0  ilen: 0               0
[002] 18247.030910:      61711                0  ilen: 0               0
[003] 18247.034138:      41624                0  ilen: 0               0
[000] 18247.039279:      33420                0  ilen: 0               0
[001] 18247.039585:      66430                0  ilen: 0               0
[003] 18247.044687:      34034                0  ilen: 0               0
[002] 18247.045664:      54336                0  ilen: 0               0
[000] 18247.047672:      33664                0  ilen: 0               0
[001] 18247.049690:      64818                0  ilen: 0               0
[002] 18247.054224:      46191                0  ilen: 0               0
[000] 18247.055181:      33627                0  ilen: 0               0
[003] 18247.055325:      33987                0  ilen: 0               0
[001] 18247.061234:      62703                0  ilen: 0               0
[003] 18247.065065:      34254                0  ilen: 0               0
[000] 18247.065667:      37248                0  ilen: 0               0
[002] 18247.066805:      49287                0  ilen: 0               0
[001] 18247.066817:      56612                0  ilen: 0               0
[000] 18247.072895:      36652                0  ilen: 0               0
[002] 18247.075358:      40339                0  ilen: 0               0
[003] 18247.075751:      40157                0  ilen: 0               0
[001] 18247.075756:      55751                0  ilen: 0               0
[000] 18247.078334:      39149                0  ilen: 0               0
[002] 18247.080885:      47491                0  ilen: 0               0
[003] 18247.085071:      40311                0  ilen: 0               0
[000] 18247.085612:      44688                0  ilen: 0               0
[002] 18247.085854:      51767                0  ilen: 0               0
[001] 18247.086173:      70523                0  ilen: 0               0
[000] 18247.094608:      52447                0  ilen: 0               0
[003] 18247.095224:      39758                0  ilen: 0               0
[001] 18247.099879:      68018                0  ilen: 0               0
[000] 18247.105624:      57610                0  ilen: 0               0
[003] 18247.105641:      39138                0  ilen: 0               0
[002] 18247.105654:      62820                0  ilen: 0               0
[000] 18247.112481:      51712                0  ilen: 0               0
[001] 18247.115891:      65741                0  ilen: 0               0
[002] 18247.118149:      52952                0  ilen: 0               0
[003] 18247.124924:      47467                0  ilen: 0               0
[000] 18247.125692:      57804                0  ilen: 0               0
[002] 18247.128074:      48121                0  ilen: 0               0
[001] 18247.131169:      55308                0  ilen: 0               0
[003] 18247.136198:      36153                0  ilen: 0               0
[002] 18247.138313:      45452                0  ilen: 0               0
[000] 18247.140701:      50703                0  ilen: 0               0
[001] 18247.141466:      59954                0  ilen: 0               0
[003] 18247.146070:      34612                0  ilen: 0               0
[002] 18247.148953:      45309                0  ilen: 0               0
[001] 18247.152680:      65571                0  ilen: 0               0
[000] 18247.155349:      47762                0  ilen: 0               0
[003] 18247.155391:      32359                0  ilen: 0               0
[002] 18247.155683:      45958                0  ilen: 0               0
[003] 18247.160752:      35221                0  ilen: 0               0
[000] 18247.161106:      47825                0  ilen: 0               0
[001] 18247.165172:      74304                0  ilen: 0               0
[002] 18247.166827:      52556                0  ilen: 0               0
[000] 18247.167493:      51229                0  ilen: 0               0
[003] 18247.168245:      39201                0  ilen: 0               0
[002] 18247.175777:      45204                0  ilen: 0               0
[000] 18247.175885:      50303                0  ilen: 0               0
[001] 18247.175933:      69138                0  ilen: 0               0
[003] 18247.179459:      43392                0  ilen: 0               0
[002] 18247.183425:      53695                0  ilen: 0               0
[000] 18247.185705:      62620                0  ilen: 0               0
[001] 18247.186601:      67853                0  ilen: 0               0
[003] 18247.190228:      43889                0  ilen: 0               0
[000] 18247.191042:      60781                0  ilen: 0               0
[002] 18247.191659:      53872                0  ilen: 0               0
[001] 18247.196876:      62130                0  ilen: 0               0
[000] 18247.201157:      68760                0  ilen: 0               0
[002] 18247.202351:      59887                0  ilen: 0               0
[003] 18247.203891:      43069                0  ilen: 0               0
[001] 18247.209122:      63992                0  ilen: 0               0
[003] 18247.214334:      38483                0  ilen: 0               0
[002] 18247.217336:      55195                0  ilen: 0               0
[001] 18247.217337:      59857                0  ilen: 0               0
[000] 18247.218399:      74659                0  ilen: 0               0
[003] 18247.225964:      38170                0  ilen: 0               0
[001] 18247.229855:      63692                0  ilen: 0               0
[003] 18247.231816:      34776                0  ilen: 0               0
[002] 18247.235924:      49630                0  ilen: 0               0
[000] 18247.238484:      58377                0  ilen: 0               0
[001] 18247.241292:      69280                0  ilen: 0               0
[003] 18247.241609:      37521                0  ilen: 0               0
[003] 18247.248510:      40504                0  ilen: 0               0
[000] 18247.248858:      51900                0  ilen: 0               0
[002] 18247.250041:      40300                0  ilen: 0               0
[001] 18247.252062:      61786                0  ilen: 0               0
[002] 18247.252255:      35821                0  ilen: 0               0
[002] 18247.255985:      35821                0  ilen: 0               0
[003] 18247.257296:      40504                0  ilen: 0               0
[000] 18247.262098:      70364                0  ilen: 0               0
[002] 18247.266357:      60824                0  ilen: 0               0
[001] 18247.266966:      63035                0  ilen: 0               0
[003] 18247.275697:      63787                0  ilen: 0               0
[002] 18247.276417:      63839                0  ilen: 0               0
[001] 18247.276639:      49380                0  ilen: 0               0
[000] 18247.279024:      64445                0  ilen: 0               0
[003] 18247.281920:      63688                0  ilen: 0               0
[002] 18247.285739:      68549                0  ilen: 0               0
[001] 18247.288212:      54448                0  ilen: 0               0
[003] 18247.291056:      65223                0  ilen: 0               0
[000] 18247.291456:      53816                0  ilen: 0               0
[002] 18247.296730:      66810                0  ilen: 0               0
[000] 18247.305983:      50155                0  ilen: 0               0
[001] 18247.306793:      50801                0  ilen: 0               0
[003] 18247.307380:      74202                0  ilen: 0               0
[002] 18247.309360:      66810                0  ilen: 0               0
[003] 18247.315934:      62908                0  ilen: 0               0
[000] 18247.317389:      42536                0  ilen: 0               0
[001] 18247.318065:      41828                0  ilen: 0               0
[002] 18247.327948:      74387                0  ilen: 0               0
[001] 18247.328279:      37698                0  ilen: 0               0
[003] 18247.331441:      64982                0  ilen: 0               0
[000] 18247.332154:      45106                0  ilen: 0               0
[002] 18247.338177:      55220                0  ilen: 0               0
[000] 18247.340614:      47537                0  ilen: 0               0
[001] 18247.342427:      37609                0  ilen: 0               0
[003] 18247.346344:      55416                0  ilen: 0               0
[002] 18247.347559:      57896                0  ilen: 0               0
[001] 18247.352199:      34344                0  ilen: 0               0
[003] 18247.352241:      49608                0  ilen: 0               0
[000] 18247.353869:      51139                0  ilen: 0               0
[002] 18247.355824:      53570                0  ilen: 0               0
[001] 18247.356098:      34906                0  ilen: 0               0
[003] 18247.360848:      49291                0  ilen: 0               0
[002] 18247.365866:      58608                0  ilen: 0               0
[001] 18247.365986:      38310                0  ilen: 0               0
[000] 18247.366843:      56079                0  ilen: 0               0
[003] 18247.367897:      57520                0  ilen: 0               0
[002] 18247.375668:      56041                0  ilen: 0               0
[001] 18247.375672:      43786                0  ilen: 0               0
[003] 18247.376526:      59175                0  ilen: 0               0
[002] 18247.380635:      59911                0  ilen: 0               0
[000] 18247.380798:      55028                0  ilen: 0               0
[001] 18247.383715:      46364                0  ilen: 0               0
[003] 18247.385556:      65419                0  ilen: 0               0
[002] 18247.386771:      64528                0  ilen: 0               0
[001] 18247.388361:      46799                0  ilen: 0               0
[000] 18247.391706:      49152                0  ilen: 0               0
[003] 18247.396020:      68585                0  ilen: 0               0
[001] 18247.396696:      48393                0  ilen: 0               0
[000] 18247.399138:      47029                0  ilen: 0               0
[002] 18247.402838:      75173                0  ilen: 0               0
[001] 18247.408619:      59848                0  ilen: 0               0
[000] 18247.409738:      47363                0  ilen: 0               0
[003] 18247.411169:      70495                0  ilen: 0               0
[002] 18247.415680:      72223                0  ilen: 0               0
[000] 18247.423160:      46667                0  ilen: 0               0
[001] 18247.427516:      57851                0  ilen: 0               0
[003] 18247.428044:      61173                0  ilen: 0               0
[002] 18247.433998:      65476                0  ilen: 0               0
[000] 18247.438363:      46299                0  ilen: 0               0
[002] 18247.445586:      51247                0  ilen: 0               0
[001] 18247.445789:      42784                0  ilen: 0               0
[003] 18247.445878:      67185                0  ilen: 0               0
[002] 18247.455678:      52694                0  ilen: 0               0
[001] 18247.455755:      34466                0  ilen: 0               0
[003] 18247.456376:      81336                0  ilen: 0               0
[000] 18247.458125:      54462                0  ilen: 0               0
[001] 18247.465733:      34466                0  ilen: 0               0
[002] 18247.467952:      55990                0  ilen: 0               0
[000] 18247.468450:      39806                0  ilen: 0               0
[003] 18247.475993:      90384                0  ilen: 0               0
[001] 18247.477877:      40270                0  ilen: 0               0
[002] 18247.478750:      51650                0  ilen: 0               0
[000] 18247.479015:      41793                0  ilen: 0               0
[001] 18247.481336:      37946                0  ilen: 0               0
[003] 18247.485606:      69991                0  ilen: 0               0
[002] 18247.485960:      53804                0  ilen: 0               0
[000] 18247.486987:      39711                0  ilen: 0               0
[001] 18247.487518:      41530                0  ilen: 0               0
[002] 18247.495853:      52898                0  ilen: 0               0
[000] 18247.496057:      42079                0  ilen: 0               0
[001] 18247.496735:      55043                0  ilen: 0               0
[003] 18247.498282:      69406                0  ilen: 0               0
[002] 18247.506846:      56915                0  ilen: 0               0
[003] 18247.507755:      61689                0  ilen: 0               0
[001] 18247.508013:      60442                0  ilen: 0               0
[000] 18247.513924:      44615                0  ilen: 0               0
[003] 18247.518990:      63653                0  ilen: 0               0
[002] 18247.525516:      51745                0  ilen: 0               0
[000] 18247.526305:      39439                0  ilen: 0               0
[003] 18247.531057:      58987                0  ilen: 0               0
[002] 18247.535615:      42693                0  ilen: 0               0
[001] 18247.539089:      58514                0  ilen: 0               0
[000] 18247.539392:      37846                0  ilen: 0               0
[003] 18247.541279:      58075                0  ilen: 0               0
[002] 18247.545674:      41992                0  ilen: 0               0
[001] 18247.549432:      33552                0  ilen: 0               0
[003] 18247.552606:      53842                0  ilen: 0               0
[000] 18247.552947:      37507                0  ilen: 0               0
[002] 18247.555429:      42799                0  ilen: 0               0
[000] 18247.557664:      33600                0  ilen: 0               0
[002] 18247.559183:      47817                0  ilen: 0               0
[001] 18247.559277:      33552                0  ilen: 0               0
[003] 18247.561036:      50144                0  ilen: 0               0
[001] 18247.567917:      47667                0  ilen: 0               0
[000] 18247.568272:      37315                0  ilen: 0               0
[003] 18247.571040:      55592                0  ilen: 0               0
[002] 18247.574470:      57915                0  ilen: 0               0
[000] 18247.575826:      42020                0  ilen: 0               0
[001] 18247.578425:      47667                0  ilen: 0               0
[002] 18247.583423:      59996                0  ilen: 0               0
[003] 18247.586611:      55130                0  ilen: 0               0
[000] 18247.587889:      44790                0  ilen: 0               0
[001] 18247.589310:      54920                0  ilen: 0               0
[000] 18247.595767:      42663                0  ilen: 0               0
[003] 18247.599977:      55529                0  ilen: 0               0
[002] 18247.604904:      57559                0  ilen: 0               0
[000] 18247.605669:      43391                0  ilen: 0               0
[001] 18247.608662:      55537                0  ilen: 0               0
[000] 18247.611910:      42698                0  ilen: 0               0
[003] 18247.616200:      58480                0  ilen: 0               0
[001] 18247.618112:      40698                0  ilen: 0               0
[000] 18247.625633:      52439                0  ilen: 0               0
[001] 18247.628001:      41954                0  ilen: 0               0
[002] 18247.629996:      41630                0  ilen: 0               0
[003] 18247.630054:      47374                0  ilen: 0               0
[000] 18247.635660:      44933                0  ilen: 0               0
[001] 18247.636193:      42503                0  ilen: 0               0
[002] 18247.640104:      28383                0  ilen: 0               0
[001] 18247.644894:      46496                0  ilen: 0               0
[000] 18247.645616:      45549                0  ilen: 0               0
[003] 18247.645763:      47409                0  ilen: 0               0
[002] 18247.649345:      28383                0  ilen: 0               0
[001] 18247.656169:      45779                0  ilen: 0               0
[002] 18247.656322:      28383                0  ilen: 0               0
[003] 18247.656952:      61918                0  ilen: 0               0
[002] 18247.660386:      28383                0  ilen: 0               0
[000] 18247.661461:      48641                0  ilen: 0               0
[001] 18247.666192:      55214                0  ilen: 0               0
[003] 18247.668660:      79907                0  ilen: 0               0
[000] 18247.674041:      50475                0  ilen: 0               0
[002] 18247.675487:      56452                0  ilen: 0               0
[001] 18247.676439:      48904                0  ilen: 0               0
[003] 18247.681251:      80031                0  ilen: 0               0
[002] 18247.683648:      59457                0  ilen: 0               0
[000] 18247.684788:      46929                0  ilen: 0               0
[001] 18247.686328:      50755                0  ilen: 0               0
[002] 18247.688456:      56044                0  ilen: 0               0
[003] 18247.696164:      75704                0  ilen: 0               0
[000] 18247.696164:      46290                0  ilen: 0               0
[002] 18247.697225:      58669                0  ilen: 0               0
[001] 18247.701341:      50132                0  ilen: 0               0
[000] 18247.705920:      44710                0  ilen: 0               0
[003] 18247.708414:      71893                0  ilen: 0               0
[000] 18247.712876:      43303                0  ilen: 0               0
[002] 18247.715724:      71988                0  ilen: 0               0
[000] 18247.725998:      46999                0  ilen: 0               0
[002] 18247.726244:      58567                0  ilen: 0               0
[003] 18247.728061:      63947                0  ilen: 0               0
[001] 18247.731681:      42567                0  ilen: 0               0
[000] 18247.736030:      44644                0  ilen: 0               0
[003] 18247.738333:      49143                0  ilen: 0               0
[002] 18247.745515:      56735                0  ilen: 0               0
[000] 18247.745810:      46915                0  ilen: 0               0
[001] 18247.746347:      34167                0  ilen: 0               0
[003] 18247.748507:      46761                0  ilen: 0               0
[001] 18247.752208:      30641                0  ilen: 0               0
[000] 18247.752215:      46048                0  ilen: 0               0
[002] 18247.755719:      56735                0  ilen: 0               0
[001] 18247.759012:      37685                0  ilen: 0               0
[000] 18247.759140:      46048                0  ilen: 0               0
[003] 18247.761296:      47575                0  ilen: 0               0
[001] 18247.765626:      40934                0  ilen: 0               0
[003] 18247.766728:      43261                0  ilen: 0               0
[001] 18247.771101:      56065                0  ilen: 0               0
[003] 18247.774207:      41127                0  ilen: 0               0
[002] 18247.775838:      85706                0  ilen: 0               0
[000] 18247.779445:      75976                0  ilen: 0               0
[001] 18247.781139:      64670                0  ilen: 0               0
[003] 18247.781535:      55516                0  ilen: 0               0
[002] 18247.786224:      88814                0  ilen: 0               0
[001] 18247.791176:      68056                0  ilen: 0               0
[003] 18247.791433:      59787                0  ilen: 0               0
[000] 18247.792821:      61589                0  ilen: 0               0
[001] 18247.801705:      71366                0  ilen: 0               0
[003] 18247.804666:      61347                0  ilen: 0               0
