[000] U     17423.598763:          1                0               0 
[000] U     17423.598769:          1                0               0 
[001] K     17423.598770:          1                0               0 
[000] U     17423.598771:          1                0               0 
[002] K     17423.598777:          1                0               0 
[001] K     17423.598782:          1                0               0 
[003] U     17423.598782:          1                0               0 
[002] K     17423.598784:          1                0               0 
[001] K     17423.598786:          1                0               0 
[003] U     17423.598787:          1                0               0 
[002] K     17423.598790:          1                0               0 
[003] U     17423.598791:          1                0               0 
[001] K     17423.598797:         95                0               0 
[003] K     17423.598820:        226                0               0 
[002] U     17423.598830:        165                0               0 
[000] U     17423.598835:        188                0               0 
[002] U     17423.601743:      35542                0               0 
[001] U     17423.604434:      32953                0               0 
[003] U     17423.628116:      81911                0               0 
[000] U     17423.635133:     102709                0               0 
[001] U     17423.753451:     363412                0               0 
[001] U     17423.771793:      63483                0               0 
[003] U     17423.781435:      85708                0               0 
[001] U     17423.796355:      51463                0               0 
[003] U     17423.798175:      77667                0               0 
[000] K     17423.798406:     646999                0               0 
[001] K     17423.805978:      37085                0               0 
[003] U     17423.808352:      64763                0               0 
[000] U     17423.813964:      49261                0               0 
[001] U     17423.820852:      43175                0               0 
[003] U     17423.821462:      63957                0               0 
[000] K     17423.821734:      43620                0               0 
[000] U     17423.828589:      46753                0               0 
[003] U     17423.836576:      55644                0               0 
[001] U     17423.836924:      37079                0               0 
[000] K     17423.839411:      54798                0               0 
[003] U     17423.841703:      49240                0               0 
[001] K     17423.844369:      30881                0               0 
[001] K     17423.851655:      30881                0               0 
[000] U     17423.855886:      64076                0               0 
[003] K     17423.856454:      51439                0               0 
[001] U     17423.857221:      39308                0               0 
[003] U     17423.861343:      57940                0               0 
[001] U     17423.864200:      48350                0               0 
[002] K     17423.866832:     987537                0               0 
[000] U     17423.869268:      53232                0               0 
[003] U     17423.871506:      60475                0               0 
[001] U     17423.871579:      55174                0               0 
[002] U     17423.874630:      38558                0               0 
[000] U     17423.880213:      47598                0               0 
[002] K     17423.881125:      38558                0               0 
[003] K     17423.886488:      66317                0               0 
[001] K     17423.886869:      64540                0               0 
[000] K     17423.887690:      48128                0               0 
[001] U     17423.893974:      59974                0               0 
[003] K     17423.900481:      60649                0               0 
[002] K     17423.901257:      53360                0               0 
[000] U     17423.905684:      53266                0               0 
[001] K     17423.907688:      63871                0               0 
[003] U     17423.911303:      52426                0               0 
[002] K     17423.917147:      42362                0               0 
[001] U     17423.920274:      60275                0               0 
[003] U     17423.921577:      52621                0               0 
[000] U     17423.927287:      55502                0               0 
[002] U     17423.927370:      34339                0               0 
[003] U     17423.931464:      47662                0               0 
[001] U     17423.933999:      55567                0               0 
[000] U     17423.936997:      51097                0               0 
[002] U     17423.937526:      33116                0               0 
[001] U     17423.941256:      48492                0               0 
[002] U     17423.942150:      32176                0               0 
[003] K     17423.947696:      50570                0               0 
[002] U     17423.948052:      37346                0               0 
[001] K     17423.948477:      51326                0               0 
[000] U     17423.949930:      54683                0               0 
[002] U     17423.956329:      45255                0               0 
[003] U     17423.958538:      43676                0               0 
[001] U     17423.960807:      57135                0               0 
[002] K     17423.961735:      50912                0               0 
[000] U     17423.961888:      50689                0               0 
[003] U     17423.967941:      36912                0               0 
[001] K     17423.968321:      55149                0               0 
[002] K     17423.971759:      54818                0               0 
[000] U     17423.972488:      47128                0               0 
[003] U     17423.977127:      41467                0               0 
[001] U     17423.978767:      58966                0               0 
[002] U     17423.982918:      61769                0               0 
[001] U     17423.986836:      58743                0               0 
[003] U     17423.987545:      46298                0               0 
[000] K     17423.988661:      46328                0               0 
[002] U     17423.994187:      57281                0               0 
[003] U     17423.997862:      47793                0               0 
[001] U     17424.001446:      58732                0               0 
[003] U     17424.007816:      44139                0               0 
[002] U     17424.008063:      53674                0               0 
[000] K     17424.008659:      39431                0               0 
[001] U     17424.011638:      61804                0               0 
[000] U     17424.018196:      29691                0               0 
[003] K     17424.021734:      45012                0               0 
[002] U     17424.023986:      50983                0               0 
