[000] 19064.063725:      57314                0 
[003] 19064.064287:      47274                0 
[001] 19064.069307:      31109                0 
[002] 19064.073848:      76481                0 
[000] 19064.074026:      54931                0 
[003] 19064.074360:      47274                0 
[001] 19064.077607:      34772                0 
[000] 19064.084022:      53426                0 
[003] 19064.084468:      62243                0 
[001] 19064.088810:      37581                0 
[002] 19064.089917:      89612                0 
[000] 19064.092376:      54117                0 
[003] 19064.100386:      60748                0 
[000] 19064.101433:      54837                0 
[002] 19064.101561:      77239                0 
[001] 19064.102333:      36219                0 
[000] 19064.107680:      56380                0 
[003] 19064.110265:      50464                0 
[001] 19064.111872:      36219                0 
[003] 19064.121265:      49729                0 
[000] 19064.121587:      62859                0 
[002] 19064.122018:      69811                0 
[001] 19064.122750:      43028                0 
[002] 19064.130995:      55602                0 
[003] 19064.131172:      47524                0 
[001] 19064.135658:      40218                0 
[000] 19064.139671:      60504                0 
[003] 19064.142262:      50196                0 
[002] 19064.143611:      57921                0 
[000] 19064.151401:      46742                0 
[001] 19064.152232:      39043                0 
[003] 19064.153710:      43825                0 
[002] 19064.154353:      57425                0 
[001] 19064.160585:      34663                0 
[000] 19064.161581:      44608                0 
[002] 19064.164195:      56145                0 
[003] 19064.164253:      41435                0 
[000] 19064.164878:      43056                0 
[003] 19064.169938:      41435                0 
[001] 19064.173151:      46943                0 
[003] 19064.173631:      41435                0 
[002] 19064.174029:      56145                0 
[000] 19064.174929:      48597                0 
[000] 19064.183868:      58628                0 
[001] 19064.184278:      43933                0 
[002] 19064.184358:      73149                0 
[000] 19064.194336:      59317                0 
[001] 19064.194638:      42004                0 
[002] 19064.199417:      73149                0 
[003] 19064.201165:      78057                0 
[000] 19064.209566:      55924                0 
[001] 19064.210375:      41411                0 
[003] 19064.213358:      68819                0 
[002] 19064.221740:      97938                0 
[001] 19064.223631:      47556                0 
[003] 19064.226917:      67794                0 
[000] 19064.229902:      48631                0 
[001] 19064.233648:      47607                0 
[002] 19064.234313:      67535                0 
[003] 19064.241403:      60453                0 
[000] 19064.241884:      39266                0 
[002] 19064.250060:      67535                0 
[000] 19064.251752:      33924                0 
[000] 19064.255941:      35418                0 
[001] 19064.259204:      48283                0 
[003] 19064.259256:      56161                0 
[000] 19064.264000:      42258                0 
[003] 19064.264718:      62343                0 
[001] 19064.271539:      51462                0 
[002] 19064.271933:      89784                0 
[000] 19064.273409:      49873                0 
[003] 19064.274018:      61588                0 
[000] 19064.277720:      49262                0 
[001] 19064.283245:      60828                0 
[003] 19064.283756:      72616                0 
[000] 19064.285519:      60179                0 
[002] 19064.286470:      60723                0 
[001] 19064.293482:      57167                0 
[000] 19064.297213:      67478                0 
[003] 19064.301194:      72346                0 
[001] 19064.304608:      54965                0 
[000] 19064.307958:      70350                0 
[002] 19064.309762:      53792                0 
[003] 19064.310444:      55237                0 
[000] 19064.314450:      65743                0 
[001] 19064.321470:      51634                0 
[002] 19064.323044:      39020                0 
[003] 19064.324215:      58308                0 
[001] 19064.331639:      42995                0 
[002] 19064.332028:      38086                0 
[000] 19064.334327:      69892                0 
[001] 19064.337601:      43826                0 
[003] 19064.341469:      52528                0 
[002] 19064.344300:      36908                0 
[000] 19064.347612:      60615                0 
[001] 19064.351436:      50240                0 
[002] 19064.353587:      33609                0 
[003] 19064.354460:      42002                0 
[000] 19064.354816:      50582                0 
[002] 19064.360575:      32895                0 
[000] 19064.361939:      54768                0 
[003] 19064.364215:      40093                0 
[001] 19064.367917:      47409                0 
