[-01] K     24042.712339:          1                0               0                0
[-01] K     24042.712348:          1                0               0                0
[-01] K     24042.712352:          1                0               0                0
[-01] K     24042.712369:        138                0               0                0
[-01] K     24042.713269:      38075                0               0                0
[-01] K     24042.769803:    2438521                0               0                0
[-01] K     24042.798000:    1207281                0               0                0
[-01] K     24042.815427:     732038                0               0                0
[-01] K     24042.839921:     600354                0               0                0
[-01] K     24042.856626:     399792                0               0                0
[-01] K     24042.877226:     339885                0               0                0
[-01] K     24042.894168:     242852                0               0                0
[-01] K     24042.908448:     199839                0               0                0
[-01] K     24042.922611:     180042                0               0                0
[-01] K     24042.940387:     162077                0               0                0
[-01] K     24042.953907:     131854                0               0                0
[-01] K     24042.969989:     114072                0               0                0
[-01] K     24042.983159:      97048                0               0                0
[-01] K     24042.999017:      88699                0               0                0
[-01] K     24043.007475:      76479                0               0                0
[-01] K     24043.009343:      69052                0               0                0
[-01] K     24043.011953:      95034                0               0                0
[-01] K     24043.015970:     146090                0               0                0
[-01] K     24043.021509:     217374                0               0                0
[-01] K     24043.028674:     286128                0               0                0
[-01] K     24043.036798:     324162                0               0                0
[-01] K     24043.046093:     352698                0               0                0
[-01] K     24043.054976:     366839                0               0                0
[-01] K     24043.063711:     370862                0               0                0
[-01] K     24043.072723:     382359                0               0                0
[-01] K     24043.082149:     391369                0               0                0
[-01] K     24043.091828:     398775                0               0                0
[-01] K     24043.101517:     400796                0               0                0
[-01] K     24043.111146:     403750                0               0                0
[-01] K     24043.120832:     406387                0               0                0
[-01] K     24043.130594:     408346                0               0                0
[-01] K     24043.140367:     410455                0               0                0
[-01] K     24043.150173:     411715                0               0                0
[-01] K     24043.160012:     413094                0               0                0
[-01] K     24043.169878:     413966                0               0                0
[-01] K     24043.179710:     414330                0               0                0
[-01] K     24043.189559:     414848                0               0                0
[-01] K     24043.199489:     415780                0               0                0
[-01] K     24043.209415:     416122                0               0                0
[-01] K     24043.219259:     415351                0               0                0
[-01] K     24043.229137:     415739                0               0                0
[-01] K     24043.239046:     416135                0               0                0
[-01] K     24043.248889:     416057                0               0                0
[-01] K     24043.258803:     416325                0               0                0
[-01] K     24043.268737:     416677                0               0                0
[-01] K     24043.278666:     416417                0               0                0
[-01] K     24043.288513:     416016                0               0                0
[-01] K     24043.298375:     416117                0               0                0
[-01] K     24043.308257:     417032                0               0                0
[-01] K     24043.318304:     416914                0               0                0
[-01] K     24043.328112:     415547                0               0                0
[-01] K     24043.338003:     416374                0               0                0
[-01] K     24043.347844:     417126                0               0                0
[-01] K     24043.357708:     417293                0               0                0
