[-01] K     17833.190462:          1                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.190469:          1                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.190473:          1                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.190481:         17                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.190502:        468                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.190741:       8365                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.192751:      56611                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.195502:      69926                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.197657:      60691                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.199747:      55861                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.201619:      48926                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.203432:      45735                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.204801:      41019                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.206352:      38718                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.207603:      37409                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.208760:      34701                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.209917:      33828                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.211362:      33252                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.212458:      32084                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.213530:      30847                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.214594:      30509                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.215669:      30247                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.216694:      29742                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.217737:      29484                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.218771:      29388                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.220275:      29234                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.221317:      28972                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.222314:      27757                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.223308:      27614                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.224301:      27622                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.224986:      27431                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.225972:      27455                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.227296:      29021                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.228334:      29071                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.229336:      28164                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.230328:      28034                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.232351:      28020                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.233354:      28020                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.234323:      26249                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.234980:      26235                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.235945:      26336                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.236932:      28018                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.237938:      28141                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.238940:      28187                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.239977:      28164                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.240972:      28106                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.241970:      27979                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.242970:      27992                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.244327:      27994                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.245380:      27986                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.246414:      27064                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.247457:      26892                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.248476:      26643                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.249495:      26504                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.250522:      26441                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.251553:      26376                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.252551:      26195                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.253564:      26094                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.254574:      26097                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.255605:      26054                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.256589:      25960                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.257600:      25861                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.258601:      25911                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.259623:      25874                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.260612:      25850                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.261620:      25778                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.262627:      25812                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.263647:      25783                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.264631:      25728                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.265637:      25662                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.266632:      25713                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.267666:      25691                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.268633:      25696                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.269634:      25589                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
[-01] K     17833.270635:      25695                0         5080021 N/A|SNP N/A|TLB N/A|LCK N/A               0  ilen: 0
