[-01]  9447.651948:          1                0                0
[-01]  9447.651956:          1                0                0
[-01]  9447.651960:          1                0                0
[-01]  9447.651968:         15                0                0
[-01]  9447.651991:        470                0                0
[-01]  9447.652187:       7763                0                0
[-01]  9447.653320:      48745                0                0
[-01]  9447.654845:      65766                0                0
[-01]  9447.656347:      64809                0                0
[-01]  9447.657814:      62026                0                0
[-01]  9447.659134:      57384                0                0
[-01]  9447.660414:      55104                0                0
[-01]  9447.661680:      53440                0                0
[-01]  9447.662860:      50852                0                0
[-01]  9447.664010:      49524                0                0
[-01]  9447.665141:      48588                0                0
[-01]  9447.666243:      47212                0                0
[-01]  9447.667327:      46533                0                0
[-01]  9447.668390:      46000                0                0
[-01]  9447.669463:      45560                0                0
[-01]  9447.670501:      44939                0                0
[-01]  9447.671528:      44564                0                0
[-01]  9447.672552:      44366                0                0
[-01]  9447.673597:      44225                0                0
[-01]  9447.674612:      43978                0                0
[-01]  9447.675627:      43751                0                0
[-01]  9447.676644:      43678                0                0
[-01]  9447.677670:      43601                0                0
[-01]  9447.678668:      43458                0                0
[-01]  9447.679670:      43330                0                0
[-01]  9447.680669:      43340                0                0
[-01]  9447.681691:      43338                0                0
[-01]  9447.682700:      43329                0                0
[-01]  9447.683706:      43223                0                0
[-01]  9447.684706:      43177                0                0
[-01]  9447.685753:      43149                0                0
[-01]  9447.686752:      43124                0                0
[-01]  9447.687750:      42894                0                0
[-01]  9447.688744:      42901                0                0
[-01]  9447.689754:      42917                0                0
[-01]  9447.690753:      42924                0                0
[-01]  9447.691744:      42879                0                0
[-01]  9447.692740:      42889                0                0
[-01]  9447.693747:      42943                0                0
[-01]  9447.694744:      42969                0                0
[-01]  9447.695745:      42943                0                0
[-01]  9447.696739:      42963                0                0
[-01]  9447.697759:      42964                0                0
[-01]  9447.698763:      43000                0                0
[-01]  9447.699757:      42905                0                0
[-01]  9447.700756:      42890                0                0
[-01]  9447.701781:      42928                0                0
[-01]  9447.702780:      42907                0                0
[-01]  9447.703773:      42787                0                0
[-01]  9447.704776:      42792                0                0
[-01]  9447.705790:      42838                0                0
[-01]  9447.706790:      42825                0                0
[-01]  9447.707787:      42761                0                0
[-01]  9447.708779:      42762                0                0
[-01]  9447.709797:      42783                0                0
[-01]  9447.710791:      42829                0                0
[-01]  9447.711778:      42743                0                0
[-01]  9447.712775:      42779                0                0
[-01]  9447.713797:      42859                0                0
[-01]  9447.714799:      42877                0                0
[-01]  9447.715791:      42772                0                0
[-01]  9447.716791:      42765                0                0
[-01]  9447.717801:      42815                0                0
[-01]  9447.718795:      42806                0                0
[-01]  9447.719794:      42763                0                0
[-01]  9447.720789:      42801                0                0
[-01]  9447.721827:      42810                0                0
[-01]  9447.722824:      42846                0                0
[-01]  9447.723816:      42660                0                0
[-01]  9447.724803:      42678                0                0
[-01]  9447.725817:      42727                0                0
[-01]  9447.726817:      42783                0                0
[-01]  9447.727811:      42717                0                0
[-01]  9447.729823:      42760                0                0
[-01]  9447.730821:      42760                0                0
[-01]  9447.731759:      40077                0                0
[-01]  9447.732689:      40091                0                0
[-01]  9447.733635:      40424                0                0
[-01]  9447.734592:      41047                0                0
[-01]  9447.735559:      41349                0                0
[-01]  9447.736523:      41588                0                0
[-01]  9447.737516:      41767                0                0
[-01]  9447.738495:      42085                0                0
[-01]  9447.739483:      42135                0                0
[-01]  9447.740464:      42251                0                0
[-01]  9447.741464:      42322                0                0
[-01]  9447.742458:      42473                0                0
[-01]  9447.743443:      42480                0                0
[-01]  9447.744428:      42516                0                0
[-01]  9447.745438:      42601                0                0
[-01]  9447.746429:      42704                0                0
[-01]  9447.747414:      42664                0                0
[-01]  9447.748407:      42717                0                0
[-01]  9447.749420:      42803                0                0
[-01]  9447.750417:      42857                0                0
[-01]  9447.751428:      42797                0                0
[-01]  9447.752419:      42817                0                0
[-01]  9447.753431:      42766                0                0
[-01]  9447.754433:      42813                0                0
[-01]  9447.755422:      42756                0                0
[-01]  9447.756421:      42750                0                0
[-01]  9447.757462:      42816                0                0
[-01]  9447.758465:      42823                0                0
[-01]  9447.759455:      42623                0                0
[-01]  9447.760447:      42611                0                0
[-01]  9447.761465:      42671                0                0
[-01]  9447.762457:      42686                0                0
[-01]  9447.763448:      42598                0                0
[-01]  9447.764439:      42643                0                0
[-01]  9447.765451:      42702                0                0
[-01]  9447.766451:      42765                0                0
[-01]  9447.767445:      42712                0                0
[-01]  9447.768435:      42712                0                0
[-01]  9447.769459:      42750                0                0
[-01]  9447.770453:      42808                0                0
[-01]  9447.771444:      42691                0                0
[-01]  9447.772440:      42724                0                0
[-01]  9447.773455:      42780                0                0
[-01]  9447.774452:      42793                0                0
[-01]  9447.775449:      42724                0                0
[-01]  9447.776447:      42741                0                0
