[-01] U      9250.276608:          1                0 
[-01] U      9250.276616:          1                0 
[-01] U      9250.276620:          1                0 
[-01] K      9250.276627:         15                0 
[-01] K      9250.276649:        453                0 
[-01] K      9250.276861:       7993                0 
[-01] K      9250.278115:      53264                0 
[-01] K      9250.279731:      69178                0 
[-01] K      9250.281328:      67437                0 
[-01] K      9250.282778:      61532                0 
[-01] K      9250.284146:      58664                0 
[-01] K      9250.285470:      56395                0 
[-01] K      9250.286717:      53027                0 
[-01] K      9250.287920:      51414                0 
[-01] K      9250.289103:      50145                0 
[-01] K      9250.290273:      49093                0 
[-01] K      9250.291377:      47425                0 
[-01] K      9250.292463:      46571                0 
[-01] K      9250.293556:      46030                0 
[-01] K      9250.294623:      45224                0 
[-01] K      9250.295683:      44751                0 
[-01] K      9250.296727:      44404                0 
[-01] K      9250.297806:      44100                0 
[-01] K      9250.298829:      43683                0 
[-01] K      9250.299838:      43291                0 
[-01] K      9250.300845:      43175                0 
[-01] K      9250.301872:      43138                0 
[-01] K      9250.302880:      43003                0 
[-01] K      9250.303882:      42870                0 
[-01] K      9250.304892:      42835                0 
[-01] K      9250.305914:      42830                0 
[-01] K      9250.306913:      42741                0 
[-01] K      9250.307906:      42630                0 
[-01] K      9250.308904:      42640                0 
[-01] K      9250.309925:      42684                0 
[-01] K      9250.310924:      42688                0 
[-01] K      9250.311920:      42585                0 
[-01] K      9250.312916:      42603                0 
[-01] K      9250.313917:      42625                0 
[-01] K      9250.314904:      42659                0 
[-01] K      9250.315899:      42659                0 
[-01] K      9250.316903:      42735                0 
[-01] K      9250.317908:      42769                0 
[-01] K      9250.318907:      42766                0 
[-01] K      9250.319902:      42748                0 
[-01] K      9250.320904:      42761                0 
[-01] K      9250.321927:      42790                0 
[-01] K      9250.322932:      42772                0 
[-01] K      9250.323926:      42665                0 
[-01] K      9250.324929:      42641                0 
[-01] K      9250.325943:      42679                0 
[-01] K      9250.326947:      42658                0 
[-01] K      9250.327939:      42596                0 
[-01] K      9250.328946:      42576                0 
[-01] K      9250.329962:      42625                0 
[-01] K      9250.330943:      42583                0 
[-01] K      9250.331941:      42504                0 
[-01] K      9250.332936:      42609                0 
[-01] K      9250.333988:      42628                0 
[-01] K      9250.334983:      42664                0 
[-01] K      9250.335975:      42407                0 
[-01] K      9250.336969:      42438                0 
[-01] K      9250.337969:      42489                0 
[-01] K      9250.338958:      42504                0 
[-01] K      9250.339950:      42512                0 
[-01] K      9250.340939:      42572                0 
[-01] K      9250.341944:      42621                0 
[-01] K      9250.342944:      42708                0 
[-01] K      9250.343936:      42689                0 
[-01] K      9250.344933:      42692                0 
[-01] K      9250.345942:      42741                0 
[-01] K      9250.346945:      42768                0 
[-01] K      9250.347945:      42722                0 
[-01] K      9250.348938:      42714                0 
[-01] K      9250.349955:      42718                0 
[-01] K      9250.350939:      42743                0 
[-01] K      9250.351927:      42662                0 
[-01] K      9250.352925:      42752                0 
[-01] K      9250.353938:      42821                0 
[-01] K      9250.354935:      42868                0 
[-01] K      9250.355942:      42804                0 
[-01] K      9250.356934:      42824                0 
[-01] K      9250.357947:      42794                0 
[-01] K      9250.358955:      42833                0 
[-01] K      9250.359958:      42767                0 
[-01] K      9250.360965:      42733                0 
[-01] K      9250.361990:      42724                0 
[-01] K      9250.362978:      42658                0 
[-01] K      9250.363972:      42532                0 
[-01] K      9250.364961:      42608                0 
[-01] K      9250.365984:      42640                0 
[-01] K      9250.366989:      42712                0 
[-01] K      9250.367983:      42599                0 
[-01] K      9250.368972:      42578                0 
[-01] K      9250.370012:      42613                0 
[-01] K      9250.371009:      42678                0 
[-01] K      9250.372001:      42481                0 
[-01] K      9250.372982:      42501                0 
[-01] K      9250.373993:      42549                0 
[-01] K      9250.374986:      42633                0 
[-01] K      9250.375972:      42581                0 
[-01] K      9250.376963:      42624                0 
[-01] K      9250.377978:      42702                0 
[-01] K      9250.378967:      42777                0 
[-01] K      9250.379966:      42703                0 
[-01] K      9250.380958:      42771                0 
[-01] K      9250.381965:      42782                0 
[-01] K      9250.382970:      42834                0 
[-01] K      9250.383980:      42803                0 
[-01] K      9250.384969:      42784                0 
[-01] U      9250.385980:      42734                0 
[-01] K      9250.386972:      42788                0 
[-01] K      9250.387957:      42736                0 
[-01] K      9250.388945:      42791                0 
[-01] K      9250.389981:      42872                0 
[-01] K      9250.390980:      42966                0 
[-01] K      9250.391967:      42782                0 
[-01] K      9250.392953:      42795                0 
[-01] K      9250.393967:      42871                0 
[-01] K      9250.394968:      42932                0 
[-01] K      9250.395961:      42867                0 
[-01] K      9250.396951:      42867                0 
[-01] K      9250.397973:      42914                0 
[-01] K      9250.398982:      42961                0 
[-01] K      9250.399990:      42853                0 
[-01] K      9250.400992:      42814                0 
[-01] K      9250.402014:      42775                0 
[-01] K      9250.403017:      42735                0 
[-01] K      9250.404012:      42625                0 
[-01] K      9250.405003:      42614                0 
[-01] K      9250.406035:      42646                0 
[-01] K      9250.407024:      42701                0 
[-01] K      9250.408010:      42542                0 
[-01] K      9250.409003:      42605                0 
[-01] K      9250.410011:      42685                0 
[-01] K      9250.411006:      42726                0 
[-01] K      9250.411999:      42688                0 
[-01] K      9250.412992:      42723                0 
[-01] K      9250.414001:      42762                0 
[-01] K      9250.414999:      42819                0 
[-01] K      9250.415983:      42774                0 
[-01] K      9250.416965:      42794                0 
[-01] K      9250.417973:      42887                0 
[-01] K      9250.418980:      42999                0 
[-01] K      9250.419976:      42964                0 
[-01] K      9250.420967:      42931                0 
[-01] K      9250.421989:      42961                0 
[-01] K      9250.422986:      43005                0 
[-01] K      9250.423990:      42896                0 
[-01] K      9250.424989:      42915                0 
[-01] K      9250.426014:      42899                0 
[-01] K      9250.427009:      42898                0 
[-01] K      9250.427999:      42769                0 
[-01] K      9250.428989:      42803                0 
[-01] K      9250.429997:      42862                0 
[-01] K      9250.430999:      42923                0 
[-01] K      9250.431996:      42885                0 
[-01] K      9250.432981:      42885                0 
[-01] K      9250.434000:      42906                0 
[-01] K      9250.434995:      42992                0 
[-01] K      9250.435985:      42895                0 
[-01] K      9250.436970:      42928                0 
[-01] K      9250.437993:      42990                0 
[-01] K      9250.438986:      43079                0 
[-01] K      9250.439977:      42967                0 
[-01] K      9250.440975:      43011                0 
[-01] K      9250.442028:      43062                0 
[-01] K      9250.443028:      43068                0 
[-01] K      9250.444018:      42809                0 
[-01] K      9250.445013:      42812                0 
[-01] K      9250.446023:      42873                0 
[-01] K      9250.447019:      42874                0 
[-01] K      9250.448011:      42830                0 
[-01] K      9250.449014:      42850                0 
[-01] K      9250.450026:      42902                0 
[-01] K      9250.451021:      42895                0 
[-01] K      9250.452008:      42839                0 
[-01] K      9250.453008:      42865                0 
[-01] K      9250.454027:      42946                0 
[-01] K      9250.455027:      42952                0 
[-01] K      9250.456022:      42853                0 
[-01] K      9250.457020:      42861                0 
[-01] K      9250.458043:      42892                0 
[-01] K      9250.459035:      42910                0 
[-01] K      9250.460024:      42800                0 
[-01] K      9250.461018:      42845                0 
[-01] K      9250.462039:      42906                0 
[-01] K      9250.463034:      42938                0 
[-01] K      9250.464028:      42829                0 
[-01] K      9250.465019:      42864                0 
[-01] K      9250.466036:      42904                0 
[-01] K      9250.467037:      42959                0 
[-01] K      9250.468037:      42876                0 
[-01] K      9250.469041:      42879                0 
[-01] K      9250.470048:      42881                0 
[-01] K      9250.471040:      42847                0 
[-01] K      9250.472037:      42813                0 
[-01] K      9250.473036:      42867                0 
[-01] U      9250.474055:      42887                0 
[-01] K      9250.475054:      42909                0 
[-01] K      9250.476050:      42811                0 
[-01] K      9250.477048:      42826                0 
[-01] K      9250.478084:      42850                0 
[-01] K      9250.479074:      42851                0 
[-01] K      9250.480061:      42676                0 
[-01] K      9250.481048:      42734                0 
[-01] K      9250.482064:      42806                0 
[-01] K      9250.483055:      42878                0 
[-01] K      9250.484054:      42802                0 
[-01] K      9250.485055:      42854                0 
[-01] K      9250.486071:      42867                0 
[-01] K      9250.487065:      42858                0 
[-01] K      9250.488065:      42782                0 
[-01] K      9250.489062:      42818                0 
[-01] K      9250.490073:      42825                0 
[-01] K      9250.491062:      42850                0 
[-01] K      9250.492051:      42797                0 
[-01] K      9250.493041:      42860                0 
[-01] K      9250.494055:      42926                0 
[-01] K      9250.495054:      43004                0 
[-01] K      9250.496049:      42936                0 
[-01] K      9250.497049:      42944                0 
[-01] K      9250.498066:      42976                0 
[-01] K      9250.499070:      42973                0 
[-01] K      9250.500064:      42892                0 
[-01] K      9250.501056:      42876                0 
[-01] K      9250.502072:      42912                0 
[-01] K      9250.503077:      42954                0 
[-01] K      9250.504071:      42880                0 
[-01] K      9250.505064:      42858                0 
[-01] K      9250.506082:      42894                0 
[-01] K      9250.507082:      42919                0 
[-01] K      9250.508075:      42830                0 
[-01] K      9250.509073:      42840                0 
[-01] K      9250.510088:      42883                0 
[-01] K      9250.511074:      42898                0 
[-01] K      9250.512062:      42820                0 
[-01] K      9250.513059:      42902                0 
[-01] K      9250.514113:      42977                0 
[-01] K      9250.515104:      43009                0 
[-01] K      9250.516093:      42740                0 
[-01] K      9250.517094:      42794                0 
[-01] K      9250.518120:      42856                0 
[-01] K      9250.519115:      42814                0 
[-01] K      9250.520098:      42686                0 
[-01] K      9250.521095:      42717                0 
[-01] U      9250.522100:      42815                0 
[-01] K      9250.523086:      42840                0 
[-01] K      9250.524087:      42816                0 
[-01] K      9250.525079:      42902                0 
[-01] U      9250.526092:      42903                0 
[-01] K      9250.527090:      42967                0 
[-01] K      9250.528081:      42901                0 
[-01] K      9250.529082:      42921                0 
[-01] K      9250.530094:      42975                0 
[-01] K      9250.531100:      42975                0 
[-01] K      9250.532099:      42917                0 
[-01] K      9250.533122:      42892                0 
[-01] K      9250.534136:      42901                0 
[-01] K      9250.535129:      42763                0 
[-01] K      9250.536125:      42696                0 
[-01] K      9250.537120:      42737                0 
[-01] K      9250.538132:      42764                0 
[-01] K      9250.539127:      42803                0 
[-01] K      9250.540122:      42745                0 
[-01] K      9250.541114:      42780                0 
[-01] K      9250.542127:      42810                0 
[-01] K      9250.543116:      42862                0 
[-01] K      9250.544101:      42803                0 
[-01] K      9250.545140:      42868                0 
[-01] K      9250.546178:      42954                0 
[-01] K      9250.547191:      42737                0 
[-01] K      9250.548202:      42545                0 
[-01] K      9250.549208:      42485                0 
[-01] K      9250.550265:      42431                0 
[-01] K      9250.551274:      42355                0 
[-01] K      9250.552280:      42076                0 
[-01] K      9250.553279:      42039                0 
[-01] K      9250.554291:      42012                0 
[-01] K      9250.555290:      41963                0 
[-01] K      9250.556295:      41910                0 
[-01] K      9250.557307:      41920                0 
[-01] U      9250.558313:      41897                0 
[-01] K      9250.559308:      41842                0 
[-01] K      9250.560332:      41815                0 
[-01] K      9250.561338:      41847                0 
[-01] K      9250.562330:      41718                0 
[-01] K      9250.563320:      41695                0 
[-01] K      9250.564324:      41740                0 
[-01] K      9250.565332:      41794                0 
[-01] K      9250.566324:      41796                0 
[-01] K      9250.567336:      41763                0 
[-01] K      9250.568331:      41807                0 
[-01] K      9250.569338:      41753                0 
[-01] K      9250.570329:      41770                0 
[-01] K      9250.571352:      41741                0 
[-01] K      9250.572351:      41794                0 
[-01] K      9250.573370:      41685                0 
[-01] K      9250.574362:      41665                0 
[-01] K      9250.575346:      41575                0 
[-01] K      9250.576357:      41621                0 
[-01] K      9250.577372:      41712                0 
[-01] K      9250.578370:      41666                0 
[-01] K      9250.579361:      41594                0 
[-01] K      9250.580373:      41612                0 
[-01] K      9250.581377:      41662                0 
[-01] K      9250.582363:      41608                0 
[-01] K      9250.583346:      41596                0 
[-01] K      9250.584345:      41670                0 
[-01] K      9250.585384:      41770                0 
[-01] K      9250.586385:      41798                0 
[-01] K      9250.587371:      41607                0 
[-01] K      9250.588361:      41607                0 
[-01] K      9250.589367:      41687                0 
[-01] K      9250.590369:      41728                0 
[-01] K      9250.591359:      41703                0 
[-01] K      9250.592372:      41699                0 
[-01] K      9250.593380:      41759                0 
[-01] K      9250.594380:      41694                0 
[-01] K      9250.595371:      41658                0 
[-01] K      9250.596367:      41664                0 
[-01] K      9250.597376:      41715                0 
[-01] K      9250.598368:      41749                0 
[-01] K      9250.599382:      41708                0 
[-01] K      9250.600369:      41758                0 
[-01] K      9250.601392:      41695                0 
[-01] K      9250.602381:      41739                0 
[-01] K      9250.603379:      41625                0 
[-01] K      9250.604374:      41690                0 
[-01] K      9250.605381:      41703                0 
[-01] K      9250.606375:      41759                0 
[-01] K      9250.607369:      41733                0 
[-01] K      9250.608360:      41771                0 
[-01] K      9250.609391:      41804                0 
[-01] K      9250.610391:      41833                0 
[-01] K      9250.611379:      41686                0 
[-01] K      9250.612363:      41691                0 
[-01] K      9250.613417:      41755                0 
[-01] K      9250.614570:      41838                0 
[-01] K      9250.615565:      41576                0 
[-01] K      9250.616544:      40891                0 
[-01] K      9250.617526:      40921                0 
[-01] K      9250.618496:      40905                0 
[-01] K      9250.619486:      41008                0 
[-01] K      9250.620469:      41172                0 
[-01] K      9250.621496:      41233                0 
[-01] K      9250.622479:      41389                0 
[-01] K      9250.623455:      41259                0 
[-01] K      9250.624433:      41348                0 
[-01] K      9250.625460:      41482                0 
[-01] K      9250.626448:      41583                0 
[-01] K      9250.627435:      41454                0 
[-01] K      9250.628426:      41523                0 
[-01] K      9250.629454:      41596                0 
[-01] K      9250.630448:      41646                0 
[-01] K      9250.631433:      41515                0 
[-01] K      9250.632419:      41547                0 
[-01] U      9250.633449:      41631                0 
[-01] K      9250.634447:      41711                0 
[-01] U      9250.635429:      41570                0 
[-01] K      9250.636418:      41584                0 
[-01] K      9250.637422:      41684                0 
[-01] K      9250.638413:      41769                0 
[-01] K      9250.639428:      41760                0 
[-01] K      9250.640420:      41808                0 
[-01] K      9250.641426:      41741                0 
[-01] K      9250.642427:      41788                0 
[-01] K      9250.643427:      41763                0 
[-01] K      9250.644425:      41762                0 
[-01] K      9250.645450:      41772                0 
[-01] K      9250.646437:      41757                0 
[-01] K      9250.647432:      41637                0 
[-01] K      9250.648425:      41711                0 
[-01] K      9250.649438:      41744                0 
[-01] K      9250.650432:      41798                0 
[-01] K      9250.651421:      41741                0 
[-01] K      9250.652438:      41775                0 
[-01] K      9250.653457:      41837                0 
[-01] K      9250.654451:      41749                0 
[-01] K      9250.655443:      41657                0 
[-01] K      9250.656465:      41691                0 
[-01] K      9250.657500:      41739                0 
[-01] K      9250.658494:      41623                0 
[-01] K      9250.659509:      41449                0 
[-01] K      9250.660505:      41488                0 
[-01] K      9250.661505:      41419                0 
[-01] K      9250.662494:      41408                0 
[-01] K      9250.663504:      41417                0 
[-01] K      9250.664493:      41476                0 
