[-01] 18328.264120:          1                0               0  ilen: 0
[-01] 18328.264129:          1                0               0  ilen: 0
[-01] 18328.264133:          1                0               0  ilen: 0
[-01] 18328.264146:         14                0               0  ilen: 0
[-01] 18328.264175:        411                0               0  ilen: 0
[-01] 18328.264610:       4466                0               0  ilen: 0
[-01] 18328.266326:      22862                0               0  ilen: 0
[-01] 18328.267571:      23509                0               0  ilen: 0
[-01] 18328.269696:      22283                0               0  ilen: 0
[-01] 18328.270720:      20685                0               0  ilen: 0
[-01] 18328.272956:      19316                0               0  ilen: 0
[-01] 18328.273522:      18459                0               0  ilen: 0
[-01] 18328.276371:      17184                0               0  ilen: 0
[-01] 18328.277467:      18827                0               0  ilen: 0
[-01] 18328.279738:      16733                0               0  ilen: 0
[-01] 18328.280295:      16548                0               0  ilen: 0
[-01] 18328.283132:      15391                0               0  ilen: 0
[-01] 18328.283935:      16054                0               0  ilen: 0
[-01] 18328.286474:      14755                0               0  ilen: 0
[-01] 18328.286811:      14340                0               0  ilen: 0
[-01] 18328.289606:      13254                0               0  ilen: 0
[-01] 18328.290110:      15535                0               0  ilen: 0
[-01] 18328.292630:      14288                0               0  ilen: 0
[-01] 18328.293436:      16041                0               0  ilen: 0
[-01] 18328.295813:      14031                0               0  ilen: 0
[-01] 18328.296707:      14450                0               0  ilen: 0
[-01] 18328.298386:      13404                0               0  ilen: 0
[-01] 18328.299940:      13452                0               0  ilen: 0
[-01] 18328.300653:      12772                0               0  ilen: 0
[-01] 18328.303184:      12203                0               0  ilen: 0
[-01] 18328.303477:      12300                0               0  ilen: 0
[-01] 18328.305118:      11371                0               0  ilen: 0
[-01] 18328.306682:      13994                0               0  ilen: 0
[-01] 18328.307811:      13311                0               0  ilen: 0
[-01] 18328.309914:      12711                0               0  ilen: 0
[-01] 18328.310203:      11999                0               0  ilen: 0
[-01] 18328.312466:      11213                0               0  ilen: 0
[-01] 18328.313467:      14659                0               0  ilen: 0
[-01] 18328.316459:      12971                0               0  ilen: 0
[-01] 18328.316829:      12969                0               0  ilen: 0
[-01] 18328.319818:      11890                0               0  ilen: 0
[-01] 18328.321588:      13836                0               0  ilen: 0
[-01] 18328.323219:      11840                0               0  ilen: 0
[-01] 18328.325337:      11197                0               0  ilen: 0
[-01] 18328.326454:      10064                0               0  ilen: 0
[-01] 18328.327684:       9401                0               0  ilen: 0
[-01] 18328.329643:       9278                0               0  ilen: 0
[-01] 18328.329886:       8662                0               0  ilen: 0
[-01] 18328.332784:       8133                0               0  ilen: 0
[-01] 18328.333119:      11296                0               0  ilen: 0
[-01] 18328.336066:       9955                0               0  ilen: 0
[-01] 18328.336511:      12420                0               0  ilen: 0
[-01] 18328.339427:      11395                0               0  ilen: 0
[-01] 18328.340629:      12452                0               0  ilen: 0
[-01] 18328.342782:      11430                0               0  ilen: 0
[-01] 18328.344195:      10526                0               0  ilen: 0
[-01] 18328.346040:       9822                0               0  ilen: 0
[-01] 18328.346567:       8994                0               0  ilen: 0
[-01] 18328.349193:       8480                0               0  ilen: 0
[-01] 18328.349472:       8960                0               0  ilen: 0
[-01] 18328.352405:       8267                0               0  ilen: 0
[-01] 18328.353041:      10935                0               0  ilen: 0
[-01] 18328.355747:       9746                0               0  ilen: 0
[-01] 18328.358578:      10443                0               0  ilen: 0
[-01] 18328.359053:       8989                0               0  ilen: 0
[-01] 18328.361827:       8263                0               0  ilen: 0
[-01] 18328.362279:       8794                0               0  ilen: 0
[-01] 18328.364784:       8092                0               0  ilen: 0
[-01] 18328.365621:       9312                0               0  ilen: 0
[-01] 18328.368665:       8111                0               0  ilen: 0
[-01] 18328.369443:       8307                0               0  ilen: 0
[-01] 18328.370032:       7297                0               0  ilen: 0
[-01] 18328.370207:       7556                0               0  ilen: 0
[-01] 18328.370400:       8214                0               0  ilen: 0
[-01] 18328.370753:      13035                0               0  ilen: 0
[-01] 18328.371315:      19843                0               0  ilen: 0
[-01] 18328.371998:      24393                0               0  ilen: 0
[-01] 18328.372732:      26767                0               0  ilen: 0
[-01] 18328.373561:      28311                0               0  ilen: 0
[-01] 18328.374384:      29616                0               0  ilen: 0
[-01] 18328.375222:      30378                0               0  ilen: 0
[-01] 18328.376086:      31191                0               0  ilen: 0
[-01] 18328.376975:      31940                0               0  ilen: 0
[-01] 18328.377871:      32971                0               0  ilen: 0
[-01] 18328.378793:      33481                0               0  ilen: 0
[-01] 18328.379737:      33960                0               0  ilen: 0
[-01] 18328.380690:      34316                0               0  ilen: 0
[-01] 18328.381660:      34569                0               0  ilen: 0
[-01] 18328.382612:      34936                0               0  ilen: 0
[-01] 18328.383495:      35068                0               0  ilen: 0
[-01] 18328.384385:      35280                0               0  ilen: 0
[-01] 18328.385309:      35862                0               0  ilen: 0
[-01] 18328.386243:      36632                0               0  ilen: 0
[-01] 18328.387178:      37002                0               0  ilen: 0
[-01] 18328.388117:      37324                0               0  ilen: 0
[-01] 18328.389524:      37644                0               0  ilen: 0
[-01] 18328.390493:      38120                0               0  ilen: 0
[-01] 18328.391418:      36742                0               0  ilen: 0
[-01] 18328.392349:      36884                0               0  ilen: 0
[-01] 18328.393302:      37253                0               0  ilen: 0
[-01] 18328.394245:      37278                0               0  ilen: 0
[-01] 18328.395186:      37502                0               0  ilen: 0
[-01] 18328.396136:      37779                0               0  ilen: 0
[-01] 18328.397120:      38074                0               0  ilen: 0
[-01] 18328.398093:      38453                0               0  ilen: 0
[-01] 18328.399068:      38524                0               0  ilen: 0
[-01] 18328.400051:      38652                0               0  ilen: 0
[-01] 18328.401038:      38775                0               0  ilen: 0
[-01] 18328.402028:      38914                0               0  ilen: 0
[-01] 18328.403006:      38974                0               0  ilen: 0
[-01] 18328.403993:      39018                0               0  ilen: 0
[-01] 18328.404994:      39125                0               0  ilen: 0
[-01] 18328.405984:      39219                0               0  ilen: 0
[-01] 18328.406976:      39210                0               0  ilen: 0
[-01] 18328.407970:      39253                0               0  ilen: 0
[-01] 18328.408994:      39288                0               0  ilen: 0
[-01] 18328.409996:      39338                0               0  ilen: 0
